Metabolite	Formula	Labeling	Ion Type	RT Start (min)	RT End (min)	m/z Tolerance (ppm)	RT Tolerance (min)	mz	obs_mz	ppm	winner	is_global_winner	RT	RT_min	RT_max	RT_range	detections	S10141	S10142	S10143	S10144	S10145	S10146	S10147	S10148	S10149	S10150	S10151	S10152	S10153	S10154	S10155	S10156	S10157	S10158	S10159	S10160	S10161	S10162	SQ564_Blank_0	SQ564_Blank_1	SQ564_Blank_2	SQ564_Blank_3	SQ564_Blank_4	SQ564_Blank_5	SQ564_Blank_6	SQ564_Blank_7	SQ564_LQC_0	SQ564_LQC_1	SQ564_LQC_2	SQ564_LQC_3
TG 58:11; [M+NH4]+; TG(18:2/18:3/22:6)-13C,13C-0,18	C61H96O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	14.1	15.1	10.0	1.0	960.8149	960.8242	9.7	S10145	Yes	14.96	14.42	15.04	0.62	7	0	0	0	0	6888	0	3143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5674	0	0	0	5816	5755	0	0	5333	5146	0	0
"PC 38:4; [M-Ac-H]-; GPCho(18:2(2E,4E)/20:2(11Z,14Z))"-13C,13C-0,18	C46H84NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+C2H4O2-H]-	14.1	15.1	10.0	1.0	886.6677	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PC 35:2; [M-Ac-H]-; GPCho(17:0/18:2(2E,4E))"-13C,13C-0,18	C43H82NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+C2H4O2-H]-	14.2	15.2	10.0	1.0	848.6520	848.6458	-7.4	S10141	Yes	14.42	14.42	15.10	0.68	3	6455	0	0	0	0	2854	2557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TG 58:8; [M+NH4]+; TG(18:1/18:2/22:5)-13C,13C-0,18	C61H102O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	16.4	17.4	10.0	1.0	966.8619	966.8588	-3.2	SQ564_Blank_4	Yes	16.67	16.67	16.67	0.00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3901	0	0	0	0	0	0	0
TG 56:7; [M+NH4]+; TG(16:0/18:1/22:6)-13C,13C-0,18	C59H100O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	17.4	18.4	10.0	1.0	940.8462	940.8444	-1.9	S10152	Yes	17.90	17.89	17.92	0.03	14	0	0	559244	275961	196654	280507	333231	375411	0	0	0	559614	478961	555349	299052	174374	65343	124724	158812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CE(22:5); [M+NH4]+; 22:5 Cholesteryl ester-13C,13C-0,18	C49H78O2-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	17.5	18.5	10.0	1.0	734.6944	734.7003	8.0	S10159	Yes	17.72	17.70	18.04	0.34	4	0	0	0	0	0	0	0	0	0	0	0	6652	0	0	0	0	0	4583	8131	0	7900	0	0	0	0	0	0	0	0	0	0	0	0	0
lysoPC 18:0; [M+H]+; PC(18:0/0:0)-13C,13C-0,18	C26H54NO7P-13C,13C-0,18	"13C[0],13C[18]"	[M+H]+	17.5	18.5	10.0	1.0	542.4315	542.4304	-1.9	SQ564_Blank_3	Yes	17.54	17.54	17.54	0.00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3279	0	0	0	0	0	0	0	0
"lysoPC 20:4; [M+H]+; PC(20:4(5E,8E,11E,14E)/0:0)"-13C,13C-0,18	C28H50NO7P-13C,13C-0,18	"13C[0],13C[18]"	[M+H]+	17.9	18.9	10.0	1.0	562.4002	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DG 38:6; [M+NH4]+; DG(18:2/20:4/0:0)-13C,13C-0,18	C41H68O5-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	1.7	2.7	10.0	1.0	676.6009	676.5948	-9.0	S10143	Yes	2.07	2.07	2.07	0.00	1	0	0	4601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TG 56:7; [M+NH4]+; TG(16:0/18:2/22:5)-13C,13C-0,18	C59H100O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	1.8	2.8	10.0	1.0	940.8462	940.8466	0.4	S10141	Yes	2.63	1.79	2.63	0.84	8	6311	0	0	0	2843	2690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3597	0	2729	2629	2565	0	2397	0	0	0
TG 48:3; [M+NH4]+; TG(14:1/16:1/18:1)-13C,13C-0,18	C51H92O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	2.7	3.7	10.0	1.0	836.7836	836.7838	0.2	S10147	Yes	2.85	2.74	3.32	0.57	4	0	0	0	0	0	0	12501	0	0	0	0	0	0	3234	0	10466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2413	0
lysoPC 16:0; [M+H]+; PC(16:0/0:0)-13C,13C-0,18	C24H50NO7P-13C,13C-0,18	"13C[0],13C[18]"	[M+H]+	3.1	4.1	10.0	1.0	514.4002	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DG 36:5; [M+NH4]+; DG(18:2/18:3/0:0)-13C,13C-0,18	C39H66O5-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	3.3	4.3	10.0	1.0	650.5852	650.5873	3.2	S10158	Yes	4.10	4.10	4.10	0.00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lysoPC 16:1; [M+H]+; PC(16:1(7Z)/0:0)-13C,13C-0,18	C24H48NO7P-13C,13C-0,18	"13C[0],13C[18]"	[M+H]+	9.6	10.6	10.0	1.0	512.3845	512.3807	-7.4	S10159	Yes	10.44	10.44	10.44	0.00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"lysoPC 20:3; [M+H]+; PC(20:3(5Z,8Z,11Z)/0:0)"-13C,13C-0,18	C28H52NO7P-13C,13C-0,18	"13C[0],13C[18]"	[M+H]+	10.2	11.2	10.0	1.0	564.4158	564.4160	0.3	SQ564_Blank_3	Yes	10.38	10.38	11.05	0.67	2	0	0	0	0	0	0	2112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3214	0	0	0	0	0	0	0	0
TG 56:5; [M+NH4]+; TG(18:1/18:2/20:2)-13C,13C-0,18	C59H104O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	10.2	11.2	10.0	1.0	944.8775	944.8804	3.1	SQ564_Blank_3	Yes	10.92	10.43	11.07	0.63	4	0	0	0	0	0	0	3075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2990	0	3740	0	0	0	0	0	0	2758	0
"PC 37:2; [M-Ac-H]-; GPCho(18:2(2E,4E)/19:0)"-13C,13C-0,18	C45H86NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+C2H4O2-H]-	10.9	11.9	10.0	1.0	876.6833	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PC 40:6; [M-Ac-H]-; GPCho(18:2(2E,4E)/22:4(7Z,10Z,13Z,16Z))"-13C,13C-0,18	C48H84NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+C2H4O2-H]-	11.0	12.0	10.0	1.0	910.6677	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TG 54:5; [M+NH4]+; TG(16:0/18:1/20:4)-13C,13C-0,18	C57H100O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	11.9	12.9	10.0	1.0	916.8462	916.8511	5.3	SQ564_Blank_7	Yes	12.15	12.15	12.15	0.00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3054	0	0	0	0
PC 32:1; [M-Ac-H]-; GPCho(16:0/16:1(7Z))-13C,13C-0,18	C40H78NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+C2H4O2-H]-	12.0	13.0	10.0	1.0	808.6207	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"plasmenyl-PE 38:6; [M+H]+; PE(P-16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"-13C,13C-0,18	C43H74NO7P-13C,13C-0,18	"13C[0],13C[18]"	[M+H]+	12.0	13.0	10.0	1.0	766.5880	766.5927	6.2	S10149	Yes	12.45	12.45	12.54	0.09	3	0	0	8878	4411	0	0	0	0	9313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TG 58:7; [M+NH4]+; TG(18:0/18:1/22:6)-13C,13C-0,18	C61H104O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	12.2	13.2	10.0	1.0	968.8775	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TG 54:8; [M+NH4]+; TG(16:1/16:1/22:6)-13C,13C-0,18	C57H94O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	12.2	13.2	10.0	1.0	910.7993	910.8000	0.8	SQ564_Blank_1	Yes	13.18	13.18	13.18	0.00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2876	0	0	0	0	0	0	0	0	0	0
N-(9Z-octadecenoyl)-sphing-4-enine; [M-H]-; Cer(d18:1(4E)/18:1(9Z))-13C,13C-0,18	C36H69NO3-13C,13C-0,18	"13C[0],13C[18]"	[M-H]-	12.2	13.2	10.0	1.0	580.5809	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"lysoPC 20:5; [M+H]+; PC(20:5(5Z,8Z,11Z,14Z,17Z)/0:0)"-13C,13C-0,18	C28H48NO7P-13C,13C-0,18	"13C[0],13C[18]"	[M+H]+	12.5	13.5	10.0	1.0	560.3845	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PC 36:0; [M-Ac-H]-; GPCho(18:0/18:0)-13C,13C-0,18	C44H88NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+C2H4O2-H]-	12.8	13.8	10.0	1.0	866.6990	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TG 60:12; [M+NH4]+; TG(16:0/22:6/22:6)-13C,13C-0,18	C63H98O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	13.3	14.3	10.0	1.0	986.8306	986.8226	-8.1	S10144	Yes	13.54	13.31	13.54	0.23	2	0	0	0	6551	0	3711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DG 38:5; [M+NH4]+; DG(18:1/20:4/0:0)-13C,13C-0,18	C41H70O5-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	13.4	14.4	10.0	1.0	678.6165	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PC 34:2; [M+HCOO]-; GPCho(16:0/18:2(2E,4E))"-13C,13C-0,18	C42H80NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+HCOO]-	13.5	14.5	10.0	1.0	820.6207	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lysoPC 20:0; [M+H]+; PC(20:0/0:0)-13C,13C-0,18	C28H58NO7P-13C,13C-0,18	"13C[0],13C[18]"	[M+H]+	13.5	14.5	10.0	1.0	570.4628	570.4572	-9.7	SQ564_Blank_6	Yes	14.39	13.55	14.53	0.98	26	14536	12300	0	9084	21170	0	21924	14340	14930	7876	20833	9091	11519	8921	10780	0	10640	17078	8617	0	10902	16253	0	0	17105	14449	21888	3982	35272	16083	13041	0	4040	0
TG 58:11; [M+NH4]+; TG(18:3/20:4/20:4)-13C,13C-0,18	C61H96O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	13.6	14.6	10.0	1.0	960.8149	960.8229	8.3	SQ564_Blank_5	Yes	14.60	14.42	14.60	0.18	5	0	0	0	0	4530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5674	0	0	0	0	5755	0	0	5333	5146	0	0
lysoPC 18:1; [M+H]+; PC(18:1(11E)/0:0)-13C,13C-0,18	C26H52NO7P-13C,13C-0,18	"13C[0],13C[18]"	[M+H]+	13.7	14.7	10.0	1.0	540.4158	540.4109	-9.1	S10145	Yes	13.90	13.72	14.66	0.93	17	5475	6834	0	0	7321	0	5379	0	3543	4289	0	0	3272	4569	4509	0	5171	0	0	0	0	0	0	6401	3295	3968	0	0	0	6843	0	5836	4265	5533
"PC 38:5; [M-Ac-H]-; GPCho(18:0/20:5(5Z,8Z,11Z,14Z,17Z))"-13C,13C-0,18	C46H82NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+C2H4O2-H]-	13.9	14.9	10.0	1.0	884.6520	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TG 52:5; [M+NH4]+; TG(16:0/16:1/20:4)-13C,13C-0,18	C55H96O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	14.1	15.1	10.0	1.0	888.8149	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TG 50:5; [M+NH4]+; TG(16:1/16:1/18:3)-13C,13C-0,18	C53H92O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	14.2	15.2	10.0	1.0	860.7836	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"lysoPC 20:2; [M+H]+; PC(20:2(11Z,14Z)/0:0)"-13C,13C-0,18	C28H54NO7P-13C,13C-0,18	"13C[0],13C[18]"	[M+H]+	14.2	15.2	10.0	1.0	566.4315	566.4290	-4.3	S10141	Yes	15.06	14.23	15.07	0.84	32	15821	7291	9073	6264	9356	7927	9848	10464	5729	9632	10368	5844	8282	4593	13071	11406	9541	7412	10892	14189	7172	10002	4865	3763	0	3184	3636	4497	0	4182	3960	4768	3289	4028
lysoPC 17:0; [M+H]+; PC(17:0/0:0)-13C,13C-0,18	C25H52NO7P-13C,13C-0,18	"13C[0],13C[18]"	[M+H]+	14.2	15.2	10.0	1.0	528.4158	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"lysoPC 22:6; [M+H]+; PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)"-13C,13C-0,18	C30H50NO7P-13C,13C-0,18	"13C[0],13C[18]"	[M+H]+	14.3	15.3	10.0	1.0	586.4002	586.4048	7.9	SQ564_Blank_7	Yes	15.26	15.26	15.26	0.00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6167	0	0	0	0
"lysoPC 18:2; [M+H]+; PC(18:2(2E,4E)/0:0)"-13C,13C-0,18	C26H50NO7P-13C,13C-0,18	"13C[0],13C[18]"	[M+H]+	14.9	15.9	10.0	1.0	538.4002	538.3974	-5.1	SQ564_Blank_1	Yes	15.35	14.94	15.45	0.51	34	14685	14500	13287	16154	12960	15692	12085	15202	13727	12422	10605	11805	13800	12940	10953	11774	11909	11000	12477	12064	12304	11296	13297	16317	12441	11241	13619	12073	12322	13238	12655	12393	14496	14313
TG 56:9; [M+NH4]+; TG(16:1/18:2/22:6)-13C,13C-0,18	C59H96O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	15.5	16.5	10.0	1.0	936.8149	936.8232	8.9	SQ564_LQC_1	Yes	15.63	15.63	15.63	0.00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4590	0	0
DG 38:6; [M+NH4]+; DG(16:0/22:6/0:0)-13C,13C-0,18	C41H68O5-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	16.4	17.4	10.0	1.0	676.6009	676.6031	3.3	S10160	Yes	16.60	16.60	17.23	0.63	6	0	0	0	0	4548	0	0	0	0	0	0	4804	0	2968	2834	0	0	0	3443	5085	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TG 48:0; [M+NH4]+; TG(16:0/16:0/16:0)-13C,13C-0,18	C51H98O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	16.8	17.8	10.0	1.0	842.8306	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TG 48:3; [M+NH4]+; TG(16:1/16:1/16:1)-13C,13C-0,18	C51H92O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	16.8	17.8	10.0	1.0	836.7836	836.7828	-1.0	S10152	Yes	17.51	17.51	17.51	0.00	1	0	0	0	0	0	0	0	0	0	0	0	6516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PC 36:3; [M+HCOO]-; GPCho(16:0/20:3(5Z,8Z,11Z))"-13C,13C-0,18	C44H82NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+HCOO]-	17.0	18.0	10.0	1.0	846.6364	846.6281	-9.8	SQ564_Blank_2	Yes	17.99	17.99	17.99	0.00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3796	0	0	0	0	0	0	0	0	0
TG 56:6; [M+NH4]+; TG(18:1/18:2/20:3)-13C,13C-0,18	C59H102O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	17.0	18.0	10.0	1.0	942.8619	942.8631	1.3	S10154	Yes	18.04	17.12	18.05	0.93	15	0	0	157772	101049	61617	54202	139632	148987	0	0	0	160271	146226	160648	110528	83526	22577	86626	71867	0	0	0	0	4556	0	0	0	0	0	0	0	0	0	0
TG 56:7; [M+NH4]+; TG(18:2/18:2/20:3)-13C,13C-0,18	C59H100O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	17.1	18.1	10.0	1.0	940.8462	940.8444	-1.9	S10152	Yes	17.90	17.89	17.92	0.03	14	0	0	559244	275961	196654	280507	333231	375411	0	0	0	559614	478961	555349	299052	174374	65343	124724	158812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PC 38:3; [M+HCOO]-; GPCho(18:0/20:3(5Z,8Z,11Z))"-13C,13C-0,18	C46H86NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+HCOO]-	17.2	18.2	10.0	1.0	874.6677	874.6711	3.9	SQ564_LQC_3	Yes	17.23	17.23	17.75	0.52	2	0	0	0	3903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4067
PC 28:2; [M-Ac-H]-; GPCho(14:1(9Z)/14:1(9Z))-13C,13C-0,18	C36H68NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+C2H4O2-H]-	17.5	18.5	10.0	1.0	750.5425	750.5497	9.6	S10146	Yes	17.96	17.96	17.96	0.00	1	0	0	0	0	0	3373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lysoPC 19:0; [M+H]+; PC(19:0/0:0)-13C,13C-0,18	C27H56NO7P-13C,13C-0,18	"13C[0],13C[18]"	[M+H]+	17.6	18.6	10.0	1.0	556.4471	556.4415	-10.1	SQ564_Blank_3	Yes	18.24	17.78	18.58	0.80	7	0	0	0	0	0	0	0	0	0	0	4105	3750	0	0	4511	0	0	0	0	0	3638	0	0	0	3306	4581	0	0	0	0	0	3589	0	0
TG 62:13; [M+NH4]+; TG(20:4/20:4/22:5)-13C,13C-0,18	C65H100O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	2.6	3.6	10.0	1.0	1012.8462	1012.8452	-1.0	S10156	Yes	2.68	2.68	3.62	0.94	3	0	0	0	0	0	0	0	0	0	5770	0	0	0	0	0	7078	0	0	0	0	0	0	0	0	0	0	0	2367	0	0	0	0	0	0
DG 40:6; [M+NH4]+; DG(18:0/22:6/0:0)-13C,13C-0,18	C43H72O5-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	2.7	3.7	10.0	1.0	704.6322	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N-(octadecanoyl)-sphing-4-enine; [M-H]-; Cer(d18:1(4E)/18:0)-13C,13C-0,18	C36H71NO3-13C,13C-0,18	"13C[0],13C[18]"	[M-H]-	3.1	4.1	10.0	1.0	582.5965	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lysoPC 22:0; [M+H]+; PC(22:0/0:0)-13C,13C-0,18	C30H62NO7P-13C,13C-0,18	"13C[0],13C[18]"	[M+H]+	3.2	4.2	10.0	1.0	598.4941	598.4883	-9.6	S10154	Yes	3.52	3.19	4.04	0.86	14	0	3154	5061	2886	0	0	4184	3270	0	3137	0	8782	0	9153	0	9152	5740	0	7089	6995	5574	4944	0	0	0	0	0	0	0	0	0	0	0	0
lysoPC 15:0; [M+H]+; PC(15:0/0:0)-13C,13C-0,18	C23H48NO7P-13C,13C-0,18	"13C[0],13C[18]"	[M+H]+	3.2	4.2	10.0	1.0	500.3845	500.3884	7.8	S10161	Yes	3.28	3.19	3.28	0.10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3204	0	0	0	2099	0	5210	5287	0	0	0	0	0	0	0	0	0	0	0	0	0
"plasmenyl-PE 40:6; [M+H]+; PE(P-18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"-13C,13C-0,18	C45H78NO7P-13C,13C-0,18	"13C[0],13C[18]"	[M+H]+	8.3	9.3	10.0	1.0	794.6193	794.6118	-9.4	S10153	Yes	8.64	8.64	8.64	0.00	1	0	0	0	0	0	0	0	0	0	0	0	0	2614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PE 40:6; [M-H]-; GPEtn(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"-13C,13C-0,18	C45H78NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M-H]-	9.6	10.6	10.0	1.0	808.5996	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PC 42:6; [M-Ac-H]-; GPCho(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"-13C,13C-0,18	C50H88NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+C2H4O2-H]-	10.1	11.1	10.0	1.0	938.6990	938.7068	8.3	S10160	Yes	10.99	10.99	10.99	0.00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2516	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TG 56:10; [M+NH4]+; TG(18:2/18:3/20:5)-13C,13C-0,18	C59H94O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	11.8	12.8	10.0	1.0	934.7993	934.7951	-4.4	S10145	Yes	12.42	12.42	12.74	0.32	3	0	0	0	0	7039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2630	0	0	0	3030	0	0	0	0
N-(15Z-tetracosenoyl)-sphing-4-enine; [M-H]-; Cer(d18:1(4E)/24:1(15Z))-13C,13C-0,18	C42H81NO3-13C,13C-0,18	"13C[0],13C[18]"	[M-H]-	12.3	13.3	10.0	1.0	664.6748	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PC 38:2; [M-Ac-H]-; GPCho(18:2(2E,4E)/20:0)"-13C,13C-0,18	C46H88NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+C2H4O2-H]-	12.4	13.4	10.0	1.0	890.6990	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TG 56:8; [M+NH4]+; TG(16:0/18:2/22:6)-13C,13C-0,18	C59H98O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	12.5	13.5	10.0	1.0	938.8306	938.8270	-3.8	SQ564_Blank_7	Yes	12.99	12.99	12.99	0.00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2781	0	0	0	0
TG 62:12; [M+NH4]+; TG(18:1/22:5/22:6)-13C,13C-0,18	C65H102O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	12.6	13.6	10.0	1.0	1014.8619	1014.8596	-2.2	SQ564_Blank_2	Yes	12.91	12.91	13.17	0.26	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2798	0	0	2483	0	0	0	0	0	0
lysoPC 20:1; [M+H]+; PC(20:1(11E)/0:0)-13C,13C-0,18	C28H56NO7P-13C,13C-0,18	"13C[0],13C[18]"	[M+H]+	13.2	14.2	10.0	1.0	568.4471	568.4417	-9.5	SQ564_Blank_5	Yes	14.06	13.30	14.21	0.91	11	0	0	0	0	0	5130	0	0	0	0	3499	0	0	0	0	0	0	0	0	0	0	0	0	3596	3836	6418	4924	7102	5155	4171	5152	0	0	5760
