Metabolite	Formula	Polarity (z)	Labeling	Ion Mode	RT Start (min)	RT End (min)	m/z Tolerance (ppm)	RT Tolerance (min)	mz	obs_mz	ppm	winner	is_global_winner	RT	RT_min	RT_max	RT_range	detections	S04426	S04427	S04428	S04429	S04430	S04431	S04432	S04433	S04434	S04435	SQ319_B_0	SQ319_B_1	SQ319_B_2	SQ319_B_3	SQ319_B_4	SQ319_B_5
L-Lysine-13C-2	C6H14N2O2-13C-2	+	13C	ESI	17.0	18.5	10.0	0.2	149.1195	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-Lysine-13C-3	C6H14N2O2-13C-3	+	13C	ESI	17.0	18.5	10.0	0.2	150.1229	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-Lysine-13C-4	C6H14N2O2-13C-4	+	13C	ESI	17.0	18.5	10.0	0.2	151.1262	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-Lysine-13C-5	C6H14N2O2-13C-5	+	13C	ESI	17.0	18.5	10.0	0.2	152.1296	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-Lysine-13C-6	C6H14N2O2-13C-6	+	13C	ESI	17.0	18.5	10.0	0.2	153.1329	153.1314	-10.0	SQ319_B_3	Yes	18.19	17.96	18.44	0.48	12	6037	6238	5854	4274	5694	5278	0	0	6518	6315	5728	4781	5720	12248	0	0
L-Arginine-13C-0	C6H14N4O2-13C-0	+	13C	ESI	18.0	20.0	10.0	0.2	175.1190	175.1183	-3.7	S04435	Yes	19.98	19.98	20.00	0.02	16	24430536	21665418	23323414	17825714	22471660	16923092	33580696	22677442	25480810	34244904	3004250	245351	3369548	231092	2270938	180060
L-Arginine-13C-1	C6H14N4O2-13C-1	+	13C	ESI	18.0	20.0	10.0	0.2	176.1223	176.1214	-5.2	S04435	No	19.98	19.98	20.00	0.02	16	1674890	1378242	1596137	1162420	1482795	1072448	2408284	1445742	1704758	2437865	96904	8189	124852	7045	67934	7392
L-Arginine-13C-2	C6H14N4O2-13C-2	+	13C	ESI	18.0	20.0	10.0	0.2	177.1257	177.1270	7.6	SQ319_B_4	No	19.98	19.98	20.00	0.02	16	12154	22249	16666	22874	25906	30990	22231	20836	16894	14962	22189	23961	23129	16297	31607	15826
L-Arginine-13C-3	C6H14N4O2-13C-3	+	13C	ESI	18.0	20.0	10.0	0.2	178.1290	178.1300	5.5	S04426	No	19.98	19.98	20.00	0.02	7	5307	0	3005	0	3399	0	0	3413	0	0	0	1653	2508	0	2078	0
L-Arginine-13C-4	C6H14N4O2-13C-4	+	13C	ESI	18.0	20.0	10.0	0.2	179.1324	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-Arginine-13C-5	C6H14N4O2-13C-5	+	13C	ESI	18.0	20.0	10.0	0.2	180.1357	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-Arginine-13C-6	C6H14N4O2-13C-6	+	13C	ESI	18.0	20.0	10.0	0.2	181.1391	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-Kynurenine-13C-0	C10H12N2O3-13C-0	+	13C	ESI	6.0	8.0	10.0	0.2	209.0921	209.0915	-2.7	S04433	Yes	7.44	7.42	7.51	0.09	9	20198	19315	16166	17809	17344	0	267119	272659	130893	116202	0	0	0	0	0	0
L-Kynurenine-13C-1	C10H12N2O3-13C-1	+	13C	ESI	6.0	8.0	10.0	0.2	210.0954	210.0952	-1.1	S04432	No	7.49	7.28	7.53	0.25	8	0	0	0	0	0	4323	22078	15444	10430	0	3847	3154	2898	0	0	4796
L-Kynurenine-13C-2	C10H12N2O3-13C-2	+	13C	ESI	6.0	8.0	10.0	0.2	211.0988	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-Kynurenine-13C-3	C10H12N2O3-13C-3	+	13C	ESI	6.0	8.0	10.0	0.2	212.1021	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-Kynurenine-13C-4	C10H12N2O3-13C-4	+	13C	ESI	6.0	8.0	10.0	0.2	213.1055	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-Kynurenine-13C-5	C10H12N2O3-13C-5	+	13C	ESI	6.0	8.0	10.0	0.2	214.1088	214.1068	-9.5	S04431	No	7.32	7.32	7.60	0.28	4	0	0	0	0	0	14548	0	0	0	0	0	0	3778	4567	7101	0
L-Kynurenine-13C-6	C10H12N2O3-13C-6	+	13C	ESI	6.0	8.0	10.0	0.2	215.1122	215.1113	-4.2	SQ319_B_3	No	7.60	7.32	7.60	0.28	2	0	0	0	0	0	3313	0	0	0	0	0	0	0	7455	0	0
L-Kynurenine-13C-7	C10H12N2O3-13C-7	+	13C	ESI	6.0	8.0	10.0	0.2	216.1156	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-Kynurenine-13C-8	C10H12N2O3-13C-8	+	13C	ESI	6.0	8.0	10.0	0.2	217.1189	217.1185	-1.9	S04431	No	7.32	7.32	7.60	0.28	3	0	0	0	0	0	17657	0	0	0	0	0	0	0	13376	0	10695
L-Kynurenine-13C-9	C10H12N2O3-13C-9	+	13C	ESI	6.0	8.0	10.0	0.2	218.1223	218.1217	-2.6	S04431	No	7.32	7.32	7.32	0.00	1	0	0	0	0	0	2866	0	0	0	0	0	0	0	0	0	0
L-Kynurenine-13C-10	C10H12N2O3-13C-10	+	13C	ESI	6.0	8.0	10.0	0.2	219.1256	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inosine-13C-0	C10H12N4O5-13C-0	+	13C	ESI	6.4	8.4	10.0	0.2	269.0880	269.0863	-6.5	S04434	No	7.74	7.73	7.93	0.20	13	43004	14511	56533	47237	58866	58458	19284	124100	187230	138362	2978	0	0	2954	3597	0
Inosine-13C-1	C10H12N4O5-13C-1	+	13C	ESI	6.4	8.4	10.0	0.2	270.0914	270.0911	-1.1	S04434	No	7.74	7.74	7.80	0.07	4	0	0	0	0	6871	0	0	8547	23590	21711	0	0	0	0	0	0
Inosine-13C-2	C10H12N4O5-13C-2	+	13C	ESI	6.4	8.4	10.0	0.2	271.0948	271.0931	-6.1	S04431	No	7.73	7.73	7.73	0.00	1	0	0	0	0	0	3589	0	0	0	0	0	0	0	0	0	0
Inosine-13C-3	C10H12N4O5-13C-3	+	13C	ESI	6.4	8.4	10.0	0.2	272.0981	272.0981	-0.0	S04435	No	7.80	7.74	7.80	0.07	4	0	5750	0	0	0	0	0	4531	6007	12705	0	0	0	0	0	0
Inosine-13C-4	C10H12N4O5-13C-4	+	13C	ESI	6.4	8.4	10.0	0.2	273.1015	273.0991	-8.7	S04434	No	7.74	7.73	7.80	0.08	9	21424	6630	19313	7530	22758	11529	0	22440	37442	29327	0	0	0	0	0	0
Inosine-13C-5	C10H12N4O5-13C-5	+	13C	ESI	6.4	8.4	10.0	0.2	274.1048	274.1034	-5.2	S04434	Yes	7.74	7.73	7.80	0.08	10	926822	159925	930828	594344	661716	615548	160927	1230032	1405743	983095	0	0	0	0	0	0
Inosine-13C-6	C10H12N4O5-13C-6	+	13C	ESI	6.4	8.4	10.0	0.2	275.1082	275.1067	-5.4	S04433	No	7.75	7.73	7.80	0.08	10	601985	122368	757372	550181	621128	592788	212186	1312391	876165	679500	0	0	0	0	0	0
Inosine-13C-7	C10H12N4O5-13C-7	+	13C	ESI	6.4	8.4	10.0	0.2	276.1115	276.1102	-4.8	S04433	No	7.75	7.73	7.80	0.08	10	269648	79582	333157	269617	366957	299600	102033	912163	397160	319345	0	0	0	0	0	0
Inosine-13C-8	C10H12N4O5-13C-8	+	13C	ESI	6.4	8.4	10.0	0.2	277.1149	277.1136	-4.6	S04433	No	7.75	7.73	7.80	0.08	10	159531	59521	161337	153607	160523	171136	110579	636365	234115	213821	0	0	0	0	0	0
Inosine-13C-9	C10H12N4O5-13C-9	+	13C	ESI	6.4	8.4	10.0	0.2	278.1182	278.1160	-8.1	S04433	No	7.75	7.73	7.80	0.08	9	35651	24293	45013	46711	38562	45281	0	217752	76709	54770	0	0	0	0	0	0
Inosine-13C-10	C10H12N4O5-13C-10	+	13C	ESI	6.4	8.4	10.0	0.2	279.1216	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xanthosine-13C-0	C10H12N4O6-13C-0	-	13C	ESI	6.7	8.7	10.0	0.2	283.0684	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xanthosine-13C-1	C10H12N4O6-13C-1	-	13C	ESI	6.7	8.7	10.0	0.2	284.0718	284.0738	7.2	S04434	No	7.49	7.49	7.49	0.00	1	0	0	0	0	0	0	0	0	11594	0	0	0	0	0	0	0
Xanthosine-13C-2	C10H12N4O6-13C-2	-	13C	ESI	6.7	8.7	10.0	0.2	285.0751	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xanthosine-13C-3	C10H12N4O6-13C-3	-	13C	ESI	6.7	8.7	10.0	0.2	286.0785	286.0773	-4.1	S04427	No	7.60	7.40	7.60	0.20	5	0	20029	11173	0	0	0	0	0	0	0	10211	0	10341	0	0	11529
Xanthosine-13C-4	C10H12N4O6-13C-4	-	13C	ESI	6.7	8.7	10.0	0.2	287.0818	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xanthosine-13C-5	C10H12N4O6-13C-5	-	13C	ESI	6.7	8.7	10.0	0.2	288.0852	288.0836	-5.5	S04431	No	7.53	7.34	7.60	0.27	10	0	13140	13533	0	12803	18534	0	0	9683	9683	13055	11384	18375	0	11075	0
Xanthosine-13C-6	C10H12N4O6-13C-6	-	13C	ESI	6.7	8.7	10.0	0.2	289.0885	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xanthosine-13C-7	C10H12N4O6-13C-7	-	13C	ESI	6.7	8.7	10.0	0.2	290.0919	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xanthosine-13C-8	C10H12N4O6-13C-8	-	13C	ESI	6.7	8.7	10.0	0.2	291.0952	291.0965	4.3	SQ319_B_2	No	7.46	7.46	7.46	0.00	1	0	0	0	0	0	0	0	0	0	0	0	0	14792	0	0	0
Xanthosine-13C-9	C10H12N4O6-13C-9	-	13C	ESI	6.7	8.7	10.0	0.2	292.0986	292.0966	-6.9	SQ319_B_2	No	7.46	7.46	7.46	0.00	1	0	0	0	0	0	0	0	0	0	0	0	0	10926	0	0	0
Xanthosine-13C-10	C10H12N4O6-13C-10	-	13C	ESI	6.7	8.7	10.0	0.2	293.1020	293.1000	-6.7	SQ319_B_1	Yes	7.48	7.33	7.62	0.29	16	54958	75657	64385	51430	56279	47289	62441	56010	67822	51766	57328	85145	66121	59032	39397	33492
Cyclic AMP-13C-0	C10H12N5O6P-13C-0	-	13C	ESI	5.8	7.8	10.0	0.2	328.0452	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyclic AMP-13C-1	C10H12N5O6P-13C-1	-	13C	ESI	5.8	7.8	10.0	0.2	329.0486	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyclic AMP-13C-2	C10H12N5O6P-13C-2	-	13C	ESI	5.8	7.8	10.0	0.2	330.0520	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyclic AMP-13C-3	C10H12N5O6P-13C-3	-	13C	ESI	5.8	7.8	10.0	0.2	331.0553	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyclic AMP-13C-4	C10H12N5O6P-13C-4	-	13C	ESI	5.8	7.8	10.0	0.2	332.0587	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyclic AMP-13C-5	C10H12N5O6P-13C-5	-	13C	ESI	5.8	7.8	10.0	0.2	333.0620	333.0594	-7.9	S04433	Yes	6.96	6.82	7.00	0.18	3	0	9760	0	0	0	0	0	12036	0	11274	0	0	0	0	0	0
Cyclic AMP-13C-6	C10H12N5O6P-13C-6	-	13C	ESI	5.8	7.8	10.0	0.2	334.0654	334.0678	7.3	S04428	No	6.82	6.82	6.82	0.00	1	0	0	11139	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyclic AMP-13C-7	C10H12N5O6P-13C-7	-	13C	ESI	5.8	7.8	10.0	0.2	335.0687	335.0679	-2.5	S04429	No	6.94	6.94	6.94	0.00	1	0	0	0	7060	0	0	0	0	0	0	0	0	0	0	0	0
Cyclic AMP-13C-8	C10H12N5O6P-13C-8	-	13C	ESI	5.8	7.8	10.0	0.2	336.0721	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyclic AMP-13C-9	C10H12N5O6P-13C-9	-	13C	ESI	5.8	7.8	10.0	0.2	337.0754	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyclic AMP-13C-10	C10H12N5O6P-13C-10	-	13C	ESI	5.8	7.8	10.0	0.2	338.0788	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Orotidylic acid-13C-0	C10H13N2O11P-13C-0	+	13C	ESI	0.0	30.0	10.0	0.2	369.0330	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Orotidylic acid-13C-1	C10H13N2O11P-13C-1	+	13C	ESI	0.0	30.0	10.0	0.2	370.0363	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Orotidylic acid-13C-2	C10H13N2O11P-13C-2	+	13C	ESI	0.0	30.0	10.0	0.2	371.0397	371.0427	8.1	SQ319_B_4	No	11.52	11.52	11.52	0.00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1857	0
Orotidylic acid-13C-3	C10H13N2O11P-13C-3	+	13C	ESI	0.0	30.0	10.0	0.2	372.0430	372.0417	-3.6	S04435	Yes	11.44	11.29	11.44	0.15	2	0	0	0	0	0	15871	0	0	0	27042	0	0	0	0	0	0
Orotidylic acid-13C-4	C10H13N2O11P-13C-4	+	13C	ESI	0.0	30.0	10.0	0.2	373.0464	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Orotidylic acid-13C-5	C10H13N2O11P-13C-5	+	13C	ESI	0.0	30.0	10.0	0.2	374.0497	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Orotidylic acid-13C-6	C10H13N2O11P-13C-6	+	13C	ESI	0.0	30.0	10.0	0.2	375.0531	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Orotidylic acid-13C-7	C10H13N2O11P-13C-7	+	13C	ESI	0.0	30.0	10.0	0.2	376.0565	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Orotidylic acid-13C-8	C10H13N2O11P-13C-8	+	13C	ESI	0.0	30.0	10.0	0.2	377.0598	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Orotidylic acid-13C-9	C10H13N2O11P-13C-9	+	13C	ESI	0.0	30.0	10.0	0.2	378.0632	378.0609	-6.0	S04429	No	11.22	11.22	11.22	0.00	1	0	0	0	6729	0	0	0	0	0	0	0	0	0	0	0	0
Orotidylic acid-13C-10	C10H13N2O11P-13C-10	+	13C	ESI	0.0	30.0	10.0	0.2	379.0665	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inosinic acid-13C-0	C10H13N4O8P-13C-0	+	13C	ESI	11.4	13.4	10.0	0.2	349.0544	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inosinic acid-13C-1	C10H13N4O8P-13C-1	+	13C	ESI	11.4	13.4	10.0	0.2	350.0577	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inosinic acid-13C-2	C10H13N4O8P-13C-2	+	13C	ESI	11.4	13.4	10.0	0.2	351.0611	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inosinic acid-13C-3	C10H13N4O8P-13C-3	+	13C	ESI	11.4	13.4	10.0	0.2	352.0644	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inosinic acid-13C-4	C10H13N4O8P-13C-4	+	13C	ESI	11.4	13.4	10.0	0.2	353.0678	353.0707	8.2	S04430	No	11.57	11.57	11.57	0.00	1	0	0	0	0	16491	0	0	0	0	0	0	0	0	0	0	0
Inosinic acid-13C-5	C10H13N4O8P-13C-5	+	13C	ESI	11.4	13.4	10.0	0.2	354.0712	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inosinic acid-13C-6	C10H13N4O8P-13C-6	+	13C	ESI	11.4	13.4	10.0	0.2	355.0745	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inosinic acid-13C-7	C10H13N4O8P-13C-7	+	13C	ESI	11.4	13.4	10.0	0.2	356.0779	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inosinic acid-13C-8	C10H13N4O8P-13C-8	+	13C	ESI	11.4	13.4	10.0	0.2	357.0812	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inosinic acid-13C-9	C10H13N4O8P-13C-9	+	13C	ESI	11.4	13.4	10.0	0.2	358.0846	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inosinic acid-13C-10	C10H13N4O8P-13C-10	+	13C	ESI	11.4	13.4	10.0	0.2	359.0879	359.0880	0.2	S04431	Yes	11.53	11.47	11.57	0.10	10	74825	35086	34521	62664	55330	77632	32242	36782	36386	29875	0	0	0	0	0	0
Xanthylic acid-13C-0	C10H13N4O9P-13C-0	-	13C	ESI	11.0	13.0	10.0	0.2	363.0347	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xanthylic acid-13C-1	C10H13N4O9P-13C-1	-	13C	ESI	11.0	13.0	10.0	0.2	364.0381	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xanthylic acid-13C-2	C10H13N4O9P-13C-2	-	13C	ESI	11.0	13.0	10.0	0.2	365.0414	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xanthylic acid-13C-3	C10H13N4O9P-13C-3	-	13C	ESI	11.0	13.0	10.0	0.2	366.0448	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xanthylic acid-13C-4	C10H13N4O9P-13C-4	-	13C	ESI	11.0	13.0	10.0	0.2	367.0482	367.0459	-6.2	S04426	Yes	11.80	11.80	11.80	0.00	1	8525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xanthylic acid-13C-5	C10H13N4O9P-13C-5	-	13C	ESI	11.0	13.0	10.0	0.2	368.0515	368.0542	7.3	SQ319_B_4	No	11.59	11.59	11.59	0.00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3418	0
Xanthylic acid-13C-6	C10H13N4O9P-13C-6	-	13C	ESI	11.0	13.0	10.0	0.2	369.0549	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xanthylic acid-13C-7	C10H13N4O9P-13C-7	-	13C	ESI	11.0	13.0	10.0	0.2	370.0582	370.0602	5.3	SQ319_B_3	No	12.03	12.03	12.03	0.00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3434	0	0
Xanthylic acid-13C-8	C10H13N4O9P-13C-8	-	13C	ESI	11.0	13.0	10.0	0.2	371.0616	371.0618	0.6	S04431	No	12.02	12.02	12.02	0.00	1	0	0	0	0	0	4932	0	0	0	0	0	0	0	0	0	0
Xanthylic acid-13C-9	C10H13N4O9P-13C-9	-	13C	ESI	11.0	13.0	10.0	0.2	372.0649	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xanthylic acid-13C-10	C10H13N4O9P-13C-10	-	13C	ESI	11.0	13.0	10.0	0.2	373.0683	373.0661	-5.9	S04428	No	11.74	11.74	11.74	0.00	1	0	0	7519	0	0	0	0	0	0	0	0	0	0	0	0	0
Adenosine-13C-0	C10H13N5O4-13C-0	+	13C	ESI	4.5	7.0	10.0	0.2	268.1040	268.1022	-6.8	S04432	No	5.96	5.85	6.05	0.19	16	18803	76518	28060	35545	23454	39844	110310	37486	71950	41348	24437	26782	27954	26437	28015	31735
Adenosine-13C-1	C10H13N5O4-13C-1	+	13C	ESI	4.5	7.0	10.0	0.2	269.1074	269.1057	-6.3	S04427	No	5.93	5.85	5.96	0.10	4	0	11678	0	0	0	0	4726	4225	0	0	0	0	0	0	0	2832
Adenosine-13C-2	C10H13N5O4-13C-2	+	13C	ESI	4.5	7.0	10.0	0.2	270.1107	270.1104	-1.3	S04434	No	6.01	6.01	6.01	0.00	1	0	0	0	0	0	0	0	0	2209	0	0	0	0	0	0	0
Adenosine-13C-3	C10H13N5O4-13C-3	+	13C	ESI	4.5	7.0	10.0	0.2	271.1141	271.1121	-7.4	S04432	No	5.96	5.96	5.96	0.00	1	0	0	0	0	0	0	4313	0	0	0	0	0	0	0	0	0
Adenosine-13C-4	C10H13N5O4-13C-4	+	13C	ESI	4.5	7.0	10.0	0.2	272.1174	272.1166	-3.1	S04432	No	5.96	5.91	6.05	0.13	10	4364	22146	6651	7978	11544	10807	22612	4182	8893	5128	0	0	0	0	0	0
Adenosine-13C-5	C10H13N5O4-13C-5	+	13C	ESI	4.5	7.0	10.0	0.2	273.1208	273.1194	-5.1	S04427	Yes	5.93	5.85	6.05	0.19	13	98532	1114076	129847	373535	164994	307006	847894	143242	252572	103942	0	0	10468	0	9487	19612
Adenosine-13C-6	C10H13N5O4-13C-6	+	13C	ESI	4.5	7.0	10.0	0.2	274.1242	274.1228	-5.0	S04427	No	5.93	5.85	6.05	0.19	14	65029	891193	119365	322133	140794	263211	739374	157139	155576	75790	0	0	8261	12780	17164	12693
Adenosine-13C-7	C10H13N5O4-13C-7	+	13C	ESI	4.5	7.0	10.0	0.2	275.1275	275.1261	-5.1	S04432	No	5.96	5.89	6.05	0.15	13	33944	394625	63895	147995	92357	146922	553717	119128	80389	42444	0	0	7615	2325	11831	0
Adenosine-13C-8	C10H13N5O4-13C-8	+	13C	ESI	4.5	7.0	10.0	0.2	276.1309	276.1295	-5.0	S04432	No	5.96	5.85	6.05	0.19	12	4191	160133	31816	84211	40698	81661	380749	55526	30646	26388	0	0	3970	0	0	2890
Adenosine-13C-9	C10H13N5O4-13C-9	+	13C	ESI	4.5	7.0	10.0	0.2	277.1342	277.1322	-7.3	S04432	No	5.96	5.89	6.05	0.15	10	11087	38531	12782	22927	14723	25561	94296	0	16373	9697	0	0	0	0	2717	0
Adenosine-13C-10	C10H13N5O4-13C-10	+	13C	ESI	4.5	7.0	10.0	0.2	278.1376	278.1355	-7.5	S04429	No	5.96	5.96	5.96	0.01	3	0	0	0	4377	0	2726	2734	0	0	0	0	0	0	0	0	0
Guanosine-13C-0	C10H13N5O5-13C-0	+	13C	ESI	7.7	9.7	10.0	0.2	284.0989	284.0982	-2.6	S04429	No	9.08	8.93	9.19	0.26	14	14989	0	20545	41248	36204	33808	6381	23870	33252	25098	2547	0	3773	2773	4114	3446
Guanosine-13C-1	C10H13N5O5-13C-1	+	13C	ESI	7.7	9.7	10.0	0.2	285.1023	285.1013	-3.5	S04431	No	9.11	9.08	9.11	0.04	2	0	0	0	4107	0	4422	0	0	0	0	0	0	0	0	0	0
Guanosine-13C-2	C10H13N5O5-13C-2	+	13C	ESI	7.7	9.7	10.0	0.2	286.1057	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Guanosine-13C-3	C10H13N5O5-13C-3	+	13C	ESI	7.7	9.7	10.0	0.2	287.1090	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Guanosine-13C-4	C10H13N5O5-13C-4	+	13C	ESI	7.7	9.7	10.0	0.2	288.1124	288.1111	-4.4	S04429	No	9.08	9.08	9.08	0.00	1	0	0	0	3317	0	0	0	0	0	0	0	0	0	0	0	0
Guanosine-13C-5	C10H13N5O5-13C-5	+	13C	ESI	7.7	9.7	10.0	0.2	289.1157	289.1135	-7.7	S04433	Yes	9.12	9.06	9.20	0.14	11	56869	37169	52584	84032	70564	86534	39351	89201	86842	78771	0	0	2137	0	0	0
Guanosine-13C-6	C10H13N5O5-13C-6	+	13C	ESI	7.7	9.7	10.0	0.2	290.1191	290.1165	-8.9	S04429	No	9.08	9.06	9.19	0.13	9	31139	0	36910	67953	46107	46890	36740	51239	51309	36485	0	0	0	0	0	0
Guanosine-13C-7	C10H13N5O5-13C-7	+	13C	ESI	7.7	9.7	10.0	0.2	291.1224	291.1196	-9.7	S04433	No	9.12	9.06	9.19	0.13	9	30427	0	26177	34689	21306	19495	19255	35596	27727	23919	0	0	0	0	0	0
Guanosine-13C-8	C10H13N5O5-13C-8	+	13C	ESI	7.7	9.7	10.0	0.2	292.1258	292.1245	-4.4	S04429	No	9.08	9.06	9.13	0.06	8	18487	0	4167	38135	0	22344	7358	22869	14438	4435	0	0	0	0	0	0
Guanosine-13C-9	C10H13N5O5-13C-9	+	13C	ESI	7.7	9.7	10.0	0.2	293.1291	293.1287	-1.5	S04432	No	9.13	9.08	9.13	0.05	4	4303	0	0	4630	0	0	7456	0	3720	0	0	0	0	0	0	0
